OBJECTID,OFT_1,STREET_O_NAME_1,STREET_F_NAME_1,STREET_T_NAME_1,NETWORK,BRANCH,SECTION,PAVEMENT,BASE,CONST_YR,RENOVATION_YR,SEALCOAT_YR,SEALCOAT_COUNT,OVERLAY_YR,PCI,PCI_BRANCH_AVG,LENGTH,COMMENTS_1,COMMENTS_2,INSPECTION_DATE,REFNO_ALL
4060,2.20415E+11,LAKE ST W,EMERSON AVE S,DUPONT AVE S,CSAH,3,4,ASPH/CONC,UNKNOWN,1954,,,,2014,,,330,,,,9426
4061,2.20422E+11,LAKE ST W,LYNDALE AVE S,GARFIELD AVE,CSAH,3,5,ASPHALT9,CLASS 6,2008,,,,,,,330,,,,9432
4062,2.20418E+11,LAKE ST W,HARRIET AVE,GRAND AVE S,CSAH,3,5,ASPHALT9,CLASS 6,2008,,,,,,,328,,,,9434
4063,2.20412E+11,LAKE ST W,BLAISDELL AVE,NICOLLET AVE,CSAH,3,6,ASPH/PA-CO,UNKNOWN,1955,,,,1997,,,456,,,,9438
4064,2.22717E+11,LOWRY AVE NE,GARFIELD ST NE,ARTHUR ST NE,CSAH,153,9,ASPH/CONC,S.GRAN.MAT.,1961,,,,2011,,,301,,,,9662
4065,40912281104,40TH ST W,BRYANT AVE S,ALDRICH AVE S,MSA,257,1,ASPHALT9,S.GRAN.MAT.,1980,,2010,3,,79,,331,,,2013-10-01T00:00:00.000Z,4603
4066,2.22712E+11,LOWRY AVE NE,BENJAMIN ST NE,MCKINLEY ST NE,CSAH,153,9,ASPH/CONC,S.GRAN.MAT.,1961,,,,2011,,,332,,,,9665
4067,2.22733E+11,LOWRY AVE NE,WILSON ST NE,HARDING ST NE,RES,2649,15,CONCRETE7,S.GRAN.MAT.,1973,,,,,,73,338,Pavement Exception: New C&G on the north btwn Wilson and Coolidge in 2012.,,2012-07-12T00:00:00.000Z,9670
4068,1.41313E+11,DOUGLAS AVE,COLFAX AVE S,BRYANT AVE S,LOCAL,DOUGL,1,ASPHALT9,CRUSH.CONC,1994,,2013,2,,73,,330,,,2010-09-28T00:00:00.000Z,7638
4069,1.41323E+11,DOUGLAS AVE,MOUNT CURVE AVE,HENNEPIN FRONTAGE RD W,LOCAL,DOUGL,1,ASPHALT9,CRUSH.CONC,1994,,2013,2,,73,,250,,,2010-09-28T00:00:00.000Z,7640
4070,1.41434E+11,DOWLING AVE N,XERXES AVE N,WASHBURN AVE N,RES,2610,8,CONCRETE7,S.GRAN.MAT.,1969,,,,,,82,325,,,2012-05-01T00:00:00.000Z,7644
4071,1.41433E+11,DOWLING AVE N,WASHBURN AVE N,VINCENT AVE N,RES,2610,8,CONCRETE7,S.GRAN.MAT.,1969,,,,,,82,330,,,2012-05-01T00:00:00.000Z,7645
4072,1.41429E+11,DOWLING AVE N,SHERIDAN AVE N,RUSSELL AVE N,MSA,169,1,ASPH/CONC,UNKNOWN,1960,,2014,1,2010,100,,329,,,2010-11-01T00:00:00.000Z,7649
4073,1.41426E+11,DOWLING AVE N,PENN AVE N,OLIVER AVE N,MSA,169,1A,ASPH/CONC,S.GRAN.MAT.,1962,,2014,1,2010,100,,329,,,2010-11-01T00:00:00.000Z,7652
4074,1.41424E+11,DOWLING AVE N,NEWTON AVE N,MORGAN AVE N,MSA,169,1A,ASPH/CONC,S.GRAN.MAT.,1962,,2014,1,2010,100,,330,,,2010-11-01T00:00:00.000Z,7654
4075,1.41421E+11,DOWLING AVE N,KNOX AVE N,HUMBOLDT AVE N,MSA,169,1A,ASPH/CONC,S.GRAN.MAT.,1962,,2014,1,2010,100,,988,,,2010-11-01T00:00:00.000Z,7657
4076,1.41417E+11,DOWLING AVE N,GIRARD AVE N,FREMONT AVE N,MSA,169,1A,ASPH/CONC,S.GRAN.MAT.,1962,,2014,1,2010,100,,326,,,2010-11-01T00:00:00.000Z,7659
4077,1.70443E+11,GIRARD AVE S,25 1/2 ST W,25TH ST W,RES,2742,5,ASPHALT7,CRUSH.CONC,1986,,1998,2,,,62,288,,,2014-07-02T00:00:00.000Z,8528
4078,3701020112,3RD ST S,10TH AVE S,11TH AVE S,LOCAL,03STS,1,ASPH/CONC,UNKNOWN,1918,,1975,1,,35,,423,,,2009-11-09T00:00:00.000Z,395
4079,1.70403E+11,GIRARD AVE S,25TH ST W,24TH ST W,RES,2742,5,ASPHALT7,CRUSH.CONC,1986,,1998,2,,,62,651,,,2014-07-02T00:00:00.000Z,8529
4080,1.70402E+11,GIRARD AVE S,22ND ST W,FRANKLIN AVE W,RES,2742,5,ASPHALT7,CRUSH.CONC,1986,,1998,2,,,62,654,,,2014-07-02T00:00:00.000Z,8531
4081,17050599CDSN,GIRARD CT,59TH ST W,CUL-DE-SAC (N),RES,2779,1,ASPHALT7,CRUSH.CONC,1995,,1996,1,,,74,191,,,2013-08-02T00:00:00.000Z,8536
4082,2.10324E+11,KENWOOD PKWY,NORTHRUP LN,EMERSON AVE S,PRKBD,KENWOD,3,ASPHALT7m,CLASS 5,1991,,2001,2,,49,,111,,,2013-11-21T00:00:00.000Z,9250
4083,HELY17232502,HENNEPIN AVE / LYNDALE AVE,GROVELAND AVE,OAK GROVE ST,MSA,313,5,ASPH/PA-CO,UNKNOWN,1956,,,,,45,,650,Pavement Exception: Exception: N 250' of section was repaved in 1995.,,2012-10-03T00:00:00.000Z,8828
4084,2230R231RLYN,LYNDALE AVE S,I-94 E RAMP,LYNDALE AVE S RAMP,MSA,435,1,ASPHALT9,CRUSH.CONC,1999,,2012,1,,95,,619,,,2012-11-07T00:00:00.000Z,9770
4085,3.40105E+11,XERXES AVE N,47TH AVE N,OSSEO RD,RES,2615,1A,CONCRETE7,S.GRAN.MAT.,1970,,,,,,86,844,,,2013-06-05T00:00:00.000Z,12413
4086,2.20116E+11,LAGOON AVE,FREMONT AVE S,GIRARD AVE S,CSAH,43,2,ASPH/CONC,UNKNOWN,1960,,,,2005,,,329,,,,9335
4087,2.22206E+11,LOGAN AVE S,57TH ST W,56TH ST W,RES,2769,4,ASPHALT7,CRUSH.CONC,1983,,1994,2,,,65,658,,,2012-10-02T00:00:00.000Z,9556
4088,2.22206E+11,LOGAN AVE S,56TH ST W,55TH ST W,RES,2769,4,ASPHALT7,CRUSH.CONC,1983,,1994,2,,,65,657,,,2012-10-02T00:00:00.000Z,9557
4089,2.22206E+11,LOGAN AVE S,55TH ST W,54TH ST W,RES,2769,4,ASPHALT7,CRUSH.CONC,1983,,1994,2,,,65,657,,,2012-10-02T00:00:00.000Z,9558
4090,2.22205E+11,LOGAN AVE S,54TH ST W,53RD ST W,RES,2666,7,ASPHALT7m,S.GRAN.MAT.,1969,,2000,2,,,71,660,,,2012-10-09T00:00:00.000Z,9559
4091,2.22229E+11,LOGAN AVE S,SUMMIT AVE,DOUGLAS AVE,RES,2767,1,ASPHALT7,CRUSH.CONC,1988,,2000,2,,,69,360,,,2013-07-29T00:00:00.000Z,9565
4092,2.2235E+11,LONGFELLOW AVE,DEAD END,58TH ST E,RES,2627,1,ASPHALT7m,CLASS 3,1972,,,,2011,,88,163,,,2014-08-05T00:00:00.000Z,9567
4093,2.22323E+11,LONGFELLOW AVE,EAST MINNEHAHA PKWY,47TH ST E,RES,2743,1A,ASPHALT9,CRUSH.CONC,1986,,1995,2,,,65,662,,,2013-07-10T00:00:00.000Z,9570
4094,2.22305E+11,LONGFELLOW AVE,45TH ST E,44TH ST E,RES,2743,1,ASPHALT7,CRUSH.CONC,1986,,1995,2,,,65,657,,,2013-07-10T00:00:00.000Z,9573
4095,2.228E+11,LUVERNE AVE,3RD AVE S,TARRYMORE AVE,RES,2639,11,ASPHALT7m,S.GRAN.MAT.,1974,,,,2013,,100,368,,,2013-11-01T00:00:00.000Z,9676
4096,2.32304E+11,MINNEHAHA AVE,37TH ST E,37TH ST E,CSAH,48,3,ASPH/CONC,UNKNOWN,1957,,,,1997,,,91,,,,9961
4097,2.32304E+11,MINNEHAHA AVE,37TH ST E,36TH ST E,CSAH,48,3,ASPH/CONC,UNKNOWN,1957,,,,1997,,,737,,,,9962
4098,2.32304E+11,MINNEHAHA AVE,36TH ST E,31ST AVE S,CSAH,48,3,ASPH/CONC,UNKNOWN,1957,,,,1997,,,319,,,,9963
4099,2.32303E+11,MINNEHAHA AVE,31ST AVE S,35TH ST E,CSAH,48,3,ASPH/CONC,UNKNOWN,1957,,,,1997,,,421,,,,9964
4100,2.32303E+11,MINNEHAHA AVE,34TH ST E,29TH AVE S,CSAH,48,3,ASPH/CONC,UNKNOWN,1957,,,,1997,,,476,,,,9966
4101,2.32303E+11,MINNEHAHA AVE,33RD ST E,32ND ST E,CSAH,48,3,ASPH/CONC,UNKNOWN,1957,,,,1997,,,654,,,,9969
4102,2002M55W1513,JAMES AVE N,OLSON MEMORIAL HWY,ELWOOD AVE N,RES,2624,9,ASPHALT7,CLASS 2,1970,,,,2012,,100,189,,,2012-11-01T00:00:00.000Z,9121
4103,1.41414E+11,DOWLING AVE N,DUPONT AVE N,COLFAX AVE N,MSA,169,1A,ASPH/CONC,S.GRAN.MAT.,1962,,2014,1,2010,100,,327,,,2010-11-01T00:00:00.000Z,7662
4104,1.51605E+11,EMERSON AVE S,50TH ST W,49TH ST W,RES,2674,4,ASPHALT7,CRUSH.CONC,1977,,,,2014,,100,661,,,2014-11-01T00:00:00.000Z,8097
4105,1.51605E+11,EMERSON AVE S,47TH ST W,KINGS HWY,RES,2674,4,ASPHALT7,CRUSH.CONC,1977,,,,2014,,100,649,,,2014-11-01T00:00:00.000Z,8100
4106,1.51603E+11,EMERSON AVE S,32ND ST W,33RD ST W,LOCAL,EMERS,1,ASPHALT,CRUSH.ROCK,1992,,2009,2,,87,,662,,,2013-11-22T00:00:00.000Z,8119
4107,1.51622E+11,EMERSON AVE S,LAKE ST W,31ST ST W,LOCAL,EMERS,1,ASPHALT,CRUSH.ROCK,1992,,2009,2,,87,,643,,,2013-11-22T00:00:00.000Z,8117
4108,1.51622E+11,EMERSON AVE S,LAGOON AVE,29TH ST W,MSA,172,1,ASPHALT9,S.GRAN.MAT.,1986,,2009,3,,80,,320,,,2013-09-19T00:00:00.000Z,8102
4109,17117161304,17TH AVE NE,GRAND ST NE,CALIFORNIA ST NE,ROW,-,-,NO PVMT,UNKNOWN,,,,,,,,328,,,,1672
4110,1.51603E+11,EMERSON AVE S,28TH ST W,27TH ST W,RES,2754,4,ASPHALT7,CRUSH.CONC,1984,,,,2014,,100,655,,,2014-11-01T00:00:00.000Z,8104
4111,1.51603E+11,EMERSON AVE S,26TH ST W,25TH ST W,RES,2742,7,ASPHALT7,CRUSH.CONC,1986,,1998,2,,,62,651,,,2014-07-02T00:00:00.000Z,8106
4112,1.51602E+11,EMERSON AVE S,22ND ST W,FRANKLIN AVE W,RES,2742,7,ASPHALT7,CRUSH.CONC,1986,,1998,2,,,62,653,,,2014-07-02T00:00:00.000Z,8110
4113,1.33405E+11,CLINTON AVE,48TH ST E,47TH ST E,RES,2941,2,ASPHALT7,CEM.ST.SOIL,1967,1998,2012,2,,,81,658,,,2014-06-12T00:00:00.000Z,7369
4114,1.33404E+11,CLINTON AVE,36TH ST E,35TH ST E,RES,2647,2A,ASPHALT7m,S.GRAN.MAT.,1975,,1995,3,,,65,658,,,2013-05-31T00:00:00.000Z,7380
4115,1.33403E+11,CLINTON AVE,33RD ST E,32ND ST E,RES,2647,2A,ASPHALT7m,S.GRAN.MAT.,1975,,1995,3,,,65,657,,,2013-05-31T00:00:00.000Z,7382
4116,1.33403E+11,CLINTON AVE,31ST ST E,LAKE ST E,RES,2647,2A,ASPHALT7m,S.GRAN.MAT.,1975,,1995,3,,,65,616,,,2013-05-31T00:00:00.000Z,7384
4117,23133112004,23RD AVE NE,WASHINGTON ST NE,JEFFERSON ST NE,ROW,-,-,NO PVMT,UNKNOWN,,,,,,,,342,,,,2206
4118,2.22304E+11,LONGFELLOW AVE,42ND ST E,41ST ST E,RES,2743,1,ASPHALT7,CRUSH.CONC,1986,,1995,2,,,65,655,,,2013-07-10T00:00:00.000Z,9576
4119,23140361DEDN,MCKINLEY ST NE,36TH AVE NE,DEAD END (N),RES,2593,7,CONCRETE7,S.GRAN.MAT.,1967,,,,,,70,754,,,2012-09-27T00:00:00.000Z,9900
4120,2.31521E+11,MCKINLEY PL,KENNEDY ST NE,SUMMER ST NE,LOCAL,MCKIN,1,CONCRETE9,CLASS 5,1971,,,,,76,,687,"Pavement Exception: THE W. CONC PANELS WERE REPLACED IN 2003,(SEWER PROJ).",,2010-09-29T00:00:00.000Z,9883
4121,2.31634E+11,MCNAIR AVE,XERXES AVE N,WASHBURN AVE N,RES,2668,16,ASPHALT7m,S.GRAN.MAT.,1977,,1996,3,,,54,95,,,2013-06-13T00:00:00.000Z,9903
4122,2.31632E+11,MCNAIR AVE,VINCENT AVE N,UPTON AVE N,RES,2668,16,ASPHALT7m,S.GRAN.MAT.,1977,,1996,3,,,54,333,,,2013-06-13T00:00:00.000Z,9905
4123,2.31602E+11,MCNAIR AVE,23RD AVE N,RUSSELL AVE N,RES,2668,16,ASPHALT7m,S.GRAN.MAT.,1977,,1996,3,,,54,225,,,2013-06-13T00:00:00.000Z,9909
4124,2.31712E+11,MELBOURNE AVE SE,BARTON AVE SE,SEYMOUR AVE SE,RES,2685,20,ASPHALT7,CRUSH.CONC,1979,,,,2010,,85,401,,,2013-07-18T00:00:00.000Z,9915
4125,1.41616E+11,DREW AVE S,FRANKLIN AVE W,SOUTH CEDAR LAKE RD,RES,2989,3,ASPHALT7m,S.GRAN.MAT.,1973,2005,2006,1,,,89,856,,,2014-06-03T00:00:00.000Z,7701
4126,30021052002,30TH AVE N,KNOX AVE N,JAMES AVE N,RES,2605,12,CONCRETE7,S.GRAN.MAT.,1969,,,,,,66,356,,,2013-05-27T00:00:00.000Z,3126
4127,2.32302E+11,MINNEHAHA AVE,23RD AVE S,25TH ST E,MSA,191,2,CONCRETE9,CLASS 5,1970,,,,,21,,474,,,2013-08-27T00:00:00.000Z,9977
4128,2.32302E+11,MINNEHAHA AVE,21ST AVE S,22ND ST E,MSA,191,1,CONCRETE9,CLASS 5,1973,,,,,79,,390,,,2013-08-27T00:00:00.000Z,9980
4129,2.32313E+11,MINNEHAHA AVE,CEDAR AVE S,19TH AVE S,CSAH,152,8,ASPH/CONC,UNKNOWN,1956,,,,2013,,,248,,,,9985
4130,12513511324,12TH ST N,CURRIE AVE,CHESTNUT AVE,MSA,225,1,ASPHALT9,S.GRAN.MAT.,1985,,1995,1,,63,,373,Pavement Exception: THE N. 1/2 OF THE S.BOUND PART OF THIS SECTION IS ASPH/CONC PVMT.,,2010-08-18T00:00:00.000Z,1269
4131,2.10326E+11,KENWOOD PKWY,PENN AVE S,DOUGLAS AVE,PRKBD,KENWOD,1,ASPHALT,UNKNOWN,1958,2007,2012,1,,88,,525,,,2013-11-21T00:00:00.000Z,9242
4132,2.61125E+11,PENN AVE S,OLIVER AVE S,SUMMIT AVE,RES,2618,22,CONCRETE7,S.GRAN.MAT.,1970,,,,,,73,741,,,2014-06-17T00:00:00.000Z,10677
4133,00550110CDSN,5TH ST N,11TH AVE N,CUL-DE-SAC (N),LOCAL,05STN,2,ASPHALT,UNKNOWN,1993,,1994,1,,76,,462,"Pavement Exception: 6TH ST-11TH AVE IS ASPH/CONC, BUILT IN 1930.",,2010-09-24T00:00:00.000Z,653
4134,2.10329E+11,KENWOOD PKWY,SHERIDAN AVE S,PENN AVE S,PRKBD,KENWOD,1,ASPHALT,UNKNOWN,1958,2007,2012,1,,88,,436,,,2013-11-21T00:00:00.000Z,9241
4135,1.51616E+11,EMERSON AVE S,FRANKLIN AVE W,LINCOLN AVE,RES,2767,7,ASPHALT7,CRUSH.CONC,1988,,2000,2,,,69,629,,,2013-07-29T00:00:00.000Z,8111
4136,1.51614E+11,EMERSON AVE S,DOUGLAS AVE,MOUNT CURVE AVE,RES,2777,9,ASPHALT7,CRUSH.CONC,1994,,2006,2,,,76,355,,,2013-10-21T00:00:00.000Z,8114
4137,1.70202E+11,GARFIELD ST NE,22ND AVE NE,23RD AVE NE,RES,2649,3,CONCRETE7,S.GRAN.MAT.,1973,,,,,,73,659,,,2012-07-12T00:00:00.000Z,8454
4138,1.70202E+11,GARFIELD ST NE,23RD AVE NE,LOWRY AVE NE,RES,2649,3,CONCRETE7,S.GRAN.MAT.,1973,,,,,,73,659,,,2012-07-12T00:00:00.000Z,8455
4139,1.70222E+11,GARFIELD ST NE,LOWRY AVE NE,25 1/2 AVE NE,RES,2628,12,CONCRETE7,S.GRAN.MAT.,1971,,,,,,82,414,,,2011-06-16T00:00:00.000Z,8456
4140,1.70243E+11,GARFIELD ST NE,25 1/2 AVE NE,ARTHUR ST NE,RES,2628,12,CONCRETE7,S.GRAN.MAT.,1971,,,,,,82,175,,,2011-06-16T00:00:00.000Z,8457
4141,1.70212E+11,GARFIELD ST NE,BRIGHTON AVE NE,26TH AVE NE,RES,2628,3,CONCRETE7,S.GRAN.MAT.,1971,,,,,,82,83,,,2011-06-16T00:00:00.000Z,8458
4142,1.70203E+11,GARFIELD ST NE,28TH AVE NE,29TH AVE NE,RES,2628,3,CONCRETE7,S.GRAN.MAT.,1971,,,,,,82,661,,,2011-06-16T00:00:00.000Z,8461
4143,1.70203E+11,GARFIELD ST NE,32ND AVE NE,33RD AVE NE,RES,2593,3,CONCRETE7,S.GRAN.MAT.,1967,,,,,,70,658,,,2012-09-27T00:00:00.000Z,8464
4144,1.70314E+11,GIRARD AVE N,CURRIE AVE W,2ND AVE N,RES,2877,4,ASPHALT9,CRUSH.CONC,1994,,1995,1,,,76,359,,,2013-06-11T00:00:00.000Z,8470
4145,1.41704E+11,DUPONT AVE N,42ND AVE N,43RD AVE N,RES,2636,4,CONCRETE7,S.GRAN.MAT.,1972,,,,,,87,715,,,2011-05-12T00:00:00.000Z,7737
4146,2.20414E+11,LAKE ST W,DREW AVE S,EWING AVE S,CSAH,25,1,ASPHALT9,UNKNOWN,1992,,,,,,,311,,,,9407
4147,1.41729E+11,DUPONT AVE N,SHINGLE CREEK PKWY,46TH AVE N,RES,2739,4,ASPHALT7,CRUSH.CONC,1984,,2004,3,,,75,466,,,2011-07-28T00:00:00.000Z,7739
4148,1.41705E+11,DUPONT AVE N,47TH AVE N,48TH AVE N,RES,2739,4,ASPHALT7,CRUSH.CONC,1984,,2004,3,,,75,672,,,2011-07-28T00:00:00.000Z,7741
4149,1.41705E+11,DUPONT AVE N,50TH AVE N,51ST AVE N,RES,2880,8,ASPHALT7m,CRUSH.CONC,1993,,2010,2,,,86,669,,,2011-06-14T00:00:00.000Z,7744
4150,1.41806E+11,DUPONT AVE S,60TH ST W,59TH ST W,RES,2779,5,ASPHALT7,CRUSH.CONC,1995,,1996,1,,,74,626,,,2013-08-02T00:00:00.000Z,7751
4151,1.41806E+11,DUPONT AVE S,58TH ST W,57TH ST W,RES,2791,7,ASPHALT7,CRUSH.CONC,1984,,1994,2,,,63,660,,,2013-08-08T00:00:00.000Z,7753
4152,1.31002E+11,CEDAR LAKE PKWY,21ST ST W,FRANKLIN AVE W,PRKBD,CEDRLK,2,ASPHALT9,S.GRAN.MAT.,1973,,,,2014,100,,704,,,2014-11-01T00:00:00.000Z,7155
4153,1.52102E+11,EWING AVE S,22ND ST W,FRANKLIN AVE W,LOCAL,EWING,1,ASPHALT9,CLASS 5,2005,,2006,1,,92,,793,,,2010-10-18T00:00:00.000Z,8159
4154,1.90319E+11,IRVING AVE N,ILION AVE N,25TH AVE N,RES,2614,6,CONCRETE7,S.GRAN.MAT.,1970,,,,,,75,114,,,2011-04-29T00:00:00.000Z,9035
4155,1.903E+11,IRVING AVE N,2ND AVE N,NORTH CEDAR LAKE RD,RES,2877,2,ASPHALT9,CLASS 5,1994,,1995,1,,,76,484,,,2013-06-11T00:00:00.000Z,9019
4156,2.81328E+11,RIVER ST,WEST RIVER PKWY N,RIVER ST,PRIVAT,-,-,UNKNOWN,UNKNOWN,,,,0,,,,784,,,,11038
4157,1.90301E+11,IRVING AVE N,11TH AVE N,BARNES PL,RES,2624,7,ASPHALT7,CLASS 2,1970,,,,2012,,100,315,,,2012-11-01T00:00:00.000Z,9056
4158,18022292235,18TH AVE N,LYNDALE AVE N,LYN PARK AVE N,RES,2721,5,ASPHALT7m,S.GRAN.MAT.,1975,,,,2014,,100,474,,,2014-11-01T00:00:00.000Z,1743
4159,2.20203E+11,LAKE PL,26TH ST W,25TH ST W,RES,2742,2,ASPHALT7,CRUSH.CONC,1986,,1998,2,,,62,384,,,2014-07-02T00:00:00.000Z,9344
4160,2.91216E+11,SHERIDAN AVE S,FRANKLIN AVE W,KENWOOD PKWY,RES,2618,19,CONCRETE7,S.GRAN.MAT.,1970,,,,,,73,1035,,,2013-09-11T00:00:00.000Z,11237
4161,1.90933E+11,INDUSTRIAL BLVD,WINTER ST NE,SPRING ST NE,MSA,334,1,ASPH/CONC,CLASS 4,1964,,,,2011,100,,664,,,2011-11-01T00:00:00.000Z,9008
4162,2.20623E+11,WEST LAKE HARRIET PKWY,WEST MINNEHAHA PKWY,WEST MINNEHAHA PKWY,PRKBD,HARIET,1W,ASPHALT7m,CLASS 5,1979,,1998,3,,50,,128,,,2010-09-16T00:00:00.000Z,12205
4163,2241231B2511,WEST LYNDALE AV N,EXIT 231B,ONTARIO AVE,STFR,LYNAW,6,ASPHALT,UNKNOWN,1980,,,,2011,,,339,,,,12255
4164,2.22901E+11,LYNDALE AVE N,14TH AVE N,18TH AVE N,MSA,342,1,ASPHALT9,UNKNOWN,2006,,2007,1,,95,,1571,,,2010-05-26T00:00:00.000Z,9687
4165,2.22912E+11,LYNDALE AVE N,WEST BROADWAY,21ST AVE N,MSA,342,2,ASPHALT9,CRUSH.CONC,1994,,2013,3,,84,,400,,,2010-05-26T00:00:00.000Z,9690
4166,2.22903E+11,LYNDALE AVE N,25TH AVE N,26TH AVE N,MSA,342,2,ASPHALT9,CRUSH.CONC,1994,,2013,3,,84,,408,,,2010-05-26T00:00:00.000Z,9695
4167,2.22903E+11,LYNDALE AVE N,27TH AVE N,29TH AVE N,MSA,342,2,ASPHALT9,CRUSH.CONC,1994,,2013,3,,84,,654,,,2010-05-26T00:00:00.000Z,9697
4168,2.33001E+11,MORGAN AVE N,8TH AVE N,OLSON MEMORIAL HWY FRTG RD N,RES,2624,3,ASPHALT7,CLASS 2,1970,,,,2012,,100,502,,,2012-11-01T00:00:00.000Z,10075
4169,1.70302E+11,GIRARD AVE N,15TH AVE N,16TH AVE N,RES,2626,3,ASPHALT7m,S.GRAN.MAT.,1971,,2008,5,,,74,395,,,2014-07-16T00:00:00.000Z,8476
4170,1.32704E+11,CHOWEN AVE S,40TH ST W,39TH ST W,RES,2599,3,ASPHALT7,CEM.ST.SOIL,1968,,,,2012,,100,658,,,2012-11-01T00:00:00.000Z,7315
4171,1.32713E+11,CHOWEN AVE S,CHOWEN PL,29TH ST W,RES,2618,5,CONCRETE7,S.GRAN.MAT.,1970,,,,,,73,371,,,2013-09-11T00:00:00.000Z,7319
4172,1.32729E+11,CHOWEN AVE S,SAINT PAUL AVE,SUNSET BLVD,RES,2618,5,CONCRETE7,S.GRAN.MAT.,1970,,,,,,73,244,,,2013-09-11T00:00:00.000Z,7321
4173,1.32703E+11,CHOWEN AVE S,28TH ST W,28TH ST W,RES,2618,5,CONCRETE7,S.GRAN.MAT.,1970,,,,,,73,154,,,2013-09-11T00:00:00.000Z,7323
4174,2.61125E+11,PENN AVE S,OLIVER AVE S,PENN AVE S,STFR,394NFR,1,ASPHALT,UNKNOWN,1989,,,0,,,,329,,,,10682
4175,1.60629E+11,FILLMORE ST NE,SPRING ST NE,SUMMER ST NE,RES,2778,5,ASPHALT7,CRUSH.CONC,1985,,2004,3,,,70,658,,,2014-07-16T00:00:00.000Z,8185
4176,2.31115E+11,MARKET PLAZA,EXCELSIOR BLVD,LAKE ST W,MSA,382,1,ASPHALT,UNKNOWN,1991,,,,,49,,318,,,2010-09-07T00:00:00.000Z,9845
4177,1.60602E+11,FILLMORE ST NE,19TH AVE NE,19TH AVE NE,RES,2645,10,CONCRETE7,S.GRAN.MAT.,1974,,,,,,79,60,,,2013-05-24T00:00:00.000Z,8192
4178,1.60602E+11,FILLMORE ST NE,20TH AVE NE,22ND AVE NE,RES,2645,10,CONCRETE7,S.GRAN.MAT.,1974,,,,,,79,235,,,2013-05-24T00:00:00.000Z,8194
4179,1.60602E+11,FILLMORE ST NE,22ND AVE NE,23RD AVE NE,RES,2645,10,CONCRETE7,S.GRAN.MAT.,1974,,,,,,79,360,,,2013-05-24T00:00:00.000Z,8196
4180,1.60603E+11,FILLMORE ST NE,27TH AVE NE,28TH AVE NE,RES,2633,4,CONCRETE7,S.GRAN.MAT.,1972,,,,,,82,659,,,2013-06-06T00:00:00.000Z,8202
4181,1.60603E+11,FILLMORE ST NE,29TH AVE NE,30TH AVE NE,RES,2633,4,CONCRETE7,S.GRAN.MAT.,1972,,,,,,82,658,,,2013-06-06T00:00:00.000Z,8204
4182,1.60603E+11,FILLMORE ST NE,30TH AVE NE,ST ANTHONY PKWY SERVICE RD,RES,2633,4,CONCRETE7,S.GRAN.MAT.,1972,,,,,,82,575,,,2013-06-06T00:00:00.000Z,8205
4183,40922301701,40TH ST W,LYNDALE AVE S,GARFIELD AVE,MSA,257,2,ASPH/CONC,S.GRAN.MAT.,1958,,,,2014,100,,333,,,2014-11-01T00:00:00.000Z,4605
4184,2.203E+11,LAKE ST E,1ST AVE S,STEVENS AVE,CSAH,3,6,ASPH/PA-CO,UNKNOWN,1955,,,,1997,,,329,,,,9350
4185,2.20313E+11,LAKE ST E,CLINTON AVE,4TH AVE S,CSAH,3,6,ASPH/PA-CO,UNKNOWN,1955,,,,1997,,,328,,,,9354
4186,2.20326E+11,LAKE ST E,PORTLAND AVE,OAKLAND AVE,CSAH,3,7,ASPHALT9,UNKNOWN,2006,,,,,,,330,,,,9357
4187,2.20326E+11,LAKE ST E,PARK AVE,COLUMBUS AVE,CSAH,3,7,ASPHALT9,UNKNOWN,2006,,,,,,,330,,,,9359
4188,2.20313E+11,LAKE ST E,CHICAGO AVE,ELLIOT AVE,CSAH,3,7,ASPHALT9,UNKNOWN,2006,,,,,,,331,,,,9361
4189,2.20315E+11,LAKE ST E,ELLIOT AVE,10TH AVE S,CSAH,3,7,ASPHALT9,UNKNOWN,2006,,,,,,,330,,,,9362
4190,2.20301E+11,LAKE ST E,11TH AVE S,12TH AVE S,CSAH,3,7,ASPHALT9,UNKNOWN,2006,,,,,,,331,,,,9364
4191,2.20301E+11,LAKE ST E,13TH AVE S,14TH AVE S,CSAH,3,7,ASPHALT9,UNKNOWN,2006,,,,,,,328,,,,9366
4192,2.33001E+11,MORGAN AVE N,14TH AVE N,PLYMOUTH AVE N,RES,2707,3,ASPHALT7,CRUSH.CONC,1980,,2007,3,,,81,572,,,2013-06-14T00:00:00.000Z,10071
4193,2.33002E+11,MORGAN AVE N,17TH AVE N,16TH AVE N,RES,2707,3,ASPHALT7,CRUSH.CONC,1980,,2007,3,,,81,405,,,2013-06-14T00:00:00.000Z,10068
4194,2.33002E+11,MORGAN AVE N,18TH AVE N,17TH AVE N,RES,2707,3,ASPHALT7,CRUSH.CONC,1980,,2007,3,,,81,397,,,2013-06-14T00:00:00.000Z,10067
4195,2.33017E+11,MORGAN AVE N,GOLDEN VALLEY RD,18TH AVE N,RES,2707,3,ASPHALT7,CRUSH.CONC,1980,,2007,3,,,81,487,,,2013-06-14T00:00:00.000Z,10066
4196,2.33002E+11,MORGAN AVE N,24TH AVE N,25TH AVE N,RES,2614,2,CONCRETE7,S.GRAN.MAT.,1970,,,,,,75,318,,,2011-04-29T00:00:00.000Z,10077
